"Text","Positive","Negative","Score","Summary","PosPercent","NegPercent"
"bismillah doain ya gais ta'aruf bias sejuta umat",5,2,3,"Positive",0.714285714285714,0.285714285714286
" gasuka istilah taaruf soanyalnya dijadikan tren pakai tetangga sebelah",1,4,-3,"Negative",0.2,0.8
" bedanya taaruf kenalan tuh tren banget ya istilah taaruf wkwk",3,3,0,"Positive",0.5,0.5
" musim ta'aruf ketok e jomblo moro rabi uwuw",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"niate ati ta'aruf banyu mili ",0,3,-3,"Negative",0,1
"yaudah ta'aruf ",1,2,-1,"Negative",0.333333333333333,0.666666666666667
" ta'aruf mantan adem ayem melantunkan lagu ' bahagia' 'terlanjut mencinta' pemersatu bangsa",4,5,-1,"Negative",0.444444444444444,0.555555555555556
" awkmu lengen hubungan sehat iki onok seng mengajak taaruf",3,2,1,"Positive",0.6,0.4
"piyeeee koe melu taaruf pora",0,0,0,"Positive",0,0
"rek malam minggu cari jodoh eh cari mutual deng sapatau taaruf btw ava ijo ijo nya",3,4,-1,"Negative",0.428571428571429,0.571428571428571
"kagak dih ngape berharap uwu uwu nya maaf jamannya ta'aruf eh ups",2,4,-2,"Negative",0.333333333333333,0.666666666666667
" snoui ta'aruf babang ganteng eh ",1,2,-1,"Negative",0.333333333333333,0.666666666666667
" banget sih pacaran nikahnya ya taaruf sih",4,2,2,"Positive",0.666666666666667,0.333333333333333
" gua taaruf",0,1,-1,"Negative",0,1
"gua tim taaruf hyung",0,2,-2,"Negative",0,1
"opo usum e taaruf iki",0,0,0,"Positive",0,0
" taaruf lo memantaskan ha",1,1,0,"Positive",0.5,0.5
" ta'aruf deh ya",1,1,0,"Positive",0.5,0.5
"entar diajak taaruf",1,0,1,"Positive",1,0
" ah disuruh taaruf mamah biar viral",1,3,-2,"Negative",0.25,0.75
" tau coba tnyainklau entar taaruf",1,2,-1,"Negative",0.333333333333333,0.666666666666667
" taaruf orang ketemu chatan gue lino ketemu chtn sabi ",3,1,2,"Positive",0.75,0.25
"diamuk chan entar gue mengajak adeknya taaruf",2,1,1,"Positive",0.666666666666667,0.333333333333333
"gawat kemarin mengajak lino taaruf",1,1,0,"Positive",0.5,0.5
"caca sedihjgn dipikirakan ding gawian nikah pacaran taaruf pintar muda nasihat pernikahan ku dengar pesan harini",6,6,0,"Positive",0.5,0.5
" tawwa kayak rek mbayang taaruf",0,1,-1,"Negative",0,1
"gegara scroll nemu btw drtd malam mikir jodoh tau pacaran menjamin kalah taaruf pacaran sebentar menjamin tuh",4,12,-8,"Negative",0.25,0.75
" taaruf",0,0,0,"Positive",0,0
"ta'aruf prodi pai ta'aruf pai agenda wajib diikuti mahasiswai prodi pai tahunnya tahuntahun agenda diselenggarakan offline diselenggarakan offline tunggu keseruannya",5,6,-1,"Negative",0.454545454545455,0.545454545454545
"eh prilly babang reza promo web series selipan judulnya sangkut pautnya plus bikin patah hati seindonesia ",5,3,2,"Positive",0.625,0.375
"minggu socmed booming celeb viral taaruf habis netizen curiga postinganya kelewat mesra",4,3,1,"Positive",0.571428571428571,0.428571428571429
" taaruf",0,0,0,"Positive",0,0
" demen taaruf nih niatan ",1,1,0,"Positive",0.5,0.5
"ngono kuwi nek lem ora digawe menempel digawe wedang hmmm hambok uwis lang melu ngono lho wkwkwk ya om",2,1,1,"Positive",0.666666666666667,0.333333333333333
"heran nya mengajak taaruf tau konsep taarufikut tren mah",2,3,-1,"Negative",0.4,0.6
"mas salam kenal mbak vlog bridge inspection ya ahahaha",2,1,1,"Positive",0.666666666666667,0.333333333333333
" jamannya pacaran nikahnya ta'aruf ya semoga benarbenar ta'aruf ya ngebet nikah nya doang alasan menikah entar entar ",8,7,1,"Positive",0.533333333333333,0.466666666666667
"yuggg ta'aruf",0,1,-1,"Negative",0,1
"ta'aruf yuk",1,1,0,"Positive",0.5,0.5
" fika mengajak taaruf hape vir",1,0,1,"Positive",1,0
"team ta'aruf biar masak indomie",3,3,0,"Positive",0.5,0.5
" teman teman gamblang mengutarakan menikah kali dikenalkan direalisasikan mengenal ta'aruf",4,7,-3,"Negative",0.363636363636364,0.636363636363636
"ta'arufku gagal dampak dihidupku ta'aruf membatalkan dilanjutkan",2,7,-5,"Negative",0.222222222222222,0.777777777777778
"orang menembak langsung pakai jalur taaruf tau serunya menembak pakai jalur haram maksiat",3,7,-4,"Negative",0.3,0.7
"ta'aruf chattingnya '' menjadikan istri anak ku '' mah ta'hayul",2,4,-2,"Negative",0.333333333333333,0.666666666666667
"jaman nikah pakai jalan taaruf nih yuk kitanya wkwk",3,2,1,"Positive",0.6,0.4
"doain ya guys biar habis ",5,2,3,"Positive",0.714285714285714,0.285714285714286
" tau deh gue taaruf",0,1,-1,"Negative",0,1
"pulang sekolah langsung ta'aruf",2,1,1,"Positive",0.666666666666667,0.333333333333333
"loh taaruf '",0,0,0,"Positive",0,0
" dek taaruf '",0,0,0,"Positive",0,0
"amin taaruf yuk",2,1,1,"Positive",0.666666666666667,0.333333333333333
"serius ya taaruf",1,1,0,"Positive",0.5,0.5
" taaruf wkwkwk",1,0,1,"Positive",1,0
"otw ta'aruf ",0,1,-1,"Negative",0,1
"entenono sono seng mengajak ta'aruf wes",1,1,0,"Positive",0.5,0.5
"kayak ta aruf wkwk",0,2,-2,"Negative",0,1
"besok artis ya diemdiem ta'aruf nikah",3,2,1,"Positive",0.6,0.4
"iya ta'aruf ",0,1,-1,"Negative",0,1
" musim kah taaruf",0,0,0,"Positive",0,0
" sekilas definisi taaruf seputar prosesnya ya",3,0,3,"Positive",1,0
" taaruf nder",0,0,0,"Positive",0,0
"gue setuju banget pacaran ya pacaran ta'aruf ya ta'aruf pencampurbaurkan hak bathil",6,5,1,"Positive",0.545454545454545,0.454545454545455
" banget taarufan proses taaruf sih penasaran gue",2,1,1,"Positive",0.666666666666667,0.333333333333333
"taaruf orang orang uwu ",2,2,0,"Positive",0.5,0.5
"maunya sih",1,1,0,"Positive",0.5,0.5
"taaruf sih kalo gua taarufin deh",0,1,-1,"Negative",0,1
"panik mas mas tunangan tibatiba taaruf ya peh '",2,1,1,"Positive",0.666666666666667,0.333333333333333
"terima kasih kerjasama dokongan ambo mengemudi yadim kekhilafan berlaku fatrah taaruf sua kenal harap dimaafkan alhamdulillah maha suci allah kesempatan menabur bakti",12,6,6,"Positive",0.666666666666667,0.333333333333333
"kakak muk taaruf gue degdegan anjir",1,1,0,"Positive",0.5,0.5
"lihat kejadian taaruf taaruf kayak mikir dosaku sih kalo pacaran nge lihat saudara taaruf merinding dengernya",5,6,-1,"Negative",0.454545454545455,0.545454545454545
"taaruf keren ckck",0,0,0,"Positive",0,0
"reza rahadian nikah benaran hoax ceritaku pas ta'aruf tipstips muslimah menikah memilih calon suami ",5,7,-2,"Negative",0.416666666666667,0.583333333333333
" rame taaruf nih versi taaruf yuk simak pengalaman taaruf versi upik abu ",5,4,1,"Positive",0.555555555555556,0.444444444444444
"ta'aruf deketnya ",0,1,-1,"Negative",0,1
"hey rumahku keren selamat sore yeoja berpengaruh rpw eni gue dengar dengar lu gue ajak colab kemarin lu gue ajak ta'aruf btw namja gue namja lu botak",7,2,5,"Positive",0.777777777777778,0.222222222222222
" ajak taaruf mas",1,0,1,"Positive",1,0
"yaampun pengin belajar taaruf khitbah",1,1,0,"Positive",0.5,0.5
"taaruf kenalan hahaha",1,1,0,"Positive",0.5,0.5
" ultah orang doain semoga cepat ketemu jodohnya semoga taaruf semoga didekatkan orang nama lu disepertiga malamnya ya wid wkwkwkwk yaallah pas doanya biar gue bahagia amin deh",17,11,6,"Positive",0.607142857142857,0.392857142857143
" taaruf ",0,0,0,"Positive",0,0
" musim diamdiam ya diamdiam taaruf diamdiam nikah diamdiam selingkuh",2,2,0,"Positive",0.5,0.5
"ta'aruf budaya budaya dijodohkan anak tulang",3,4,-1,"Negative",0.428571428571429,0.571428571428571
" tolong salah kaprah namanya ta'aruf ta'aruf sebebas boskue aturannya",4,7,-3,"Negative",0.363636363636364,0.636363636363636
" kisah cinta dinda hauw rey mbayang bersemi",2,2,0,"Positive",0.5,0.5
"rizki 'academy resmi menikah istri dikenal taaruf rizki menikah wanita kalangan artis",7,3,4,"Positive",0.7,0.3
"rizki 'academy resmi menikah istri dikenal taaruf sosok wanita ",4,2,2,"Positive",0.666666666666667,0.333333333333333
"foto mesra rizky ridha 'academy istri lewati malam jalani ta'aruf mengenal menampak mesra",7,6,1,"Positive",0.538461538461538,0.461538461538462
" kisah cinta dinda hauw rey mbayang bersemi kantor falcon rumah kisah perjalanan cinta dinda rey mbayang",5,4,1,"Positive",0.555555555555556,0.444444444444444
"ta'aruf yuk wkwk",1,1,0,"Positive",0.5,0.5
" viral ta'aruf nikah pacaran singkat good nikah ta'aruf nikah pacaran jangka menit biar viral nya kenal langsung ajak nikah orang tua nya ngamuk",13,13,0,"Positive",0.5,0.5
" pacaran ta'aruf nikah pacaran hehehehe",3,4,-1,"Negative",0.428571428571429,0.571428571428571
" seriusin ajak taaruf",1,0,1,"Positive",1,0
"taaruf bejalan berdua",1,1,0,"Positive",0.5,0.5
"kada kawa taaruf taarufan wahini ttmu ",0,1,-1,"Negative",0,1
" taaruf nikahkm bohong",0,1,-1,"Negative",0,1
" jamanya ta'aruf jadiiii mengajak ",1,1,0,"Positive",0.5,0.5
" ta'aruf ta'aruf benaran bohongan awet deh pisah allah jamin",3,6,-3,"Negative",0.333333333333333,0.666666666666667
"gila gue kayak diajakin ta aruf ceritanyaaaa",1,3,-2,"Negative",0.25,0.75
"iya taaruf ",0,0,0,"Positive",0,0
" - belajar taaruf bun",1,1,0,"Positive",0.5,0.5
" beda kenal banget takdir kenal lihat wajah telapak tangannya doang komunikasi langsung taaruf ya keluarganya ngenal banget seiring berjalannya ",13,8,5,"Positive",0.619047619047619,0.380952380952381
" bagus sih lihatnya menyesak nya yaampun kayak pacaran berujung putus ditinggal nikah taaruf nikahannya bikin vlog vibesnya nikahan banget kayak kuat banget sih gila astaga kayak gosip banget",14,16,-2,"Negative",0.466666666666667,0.533333333333333
" ajak taaruf ",1,0,1,"Positive",1,0
" musim nikah jalur taaruf maksiat mundur mundur ",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"iya taaruf mah ",0,0,0,"Positive",0,0
"ta'aruf pakai perantara chattingan berdua",1,2,-1,"Negative",0.333333333333333,0.666666666666667
" nyebutnya ta'aruf ta'aruf gedek ",0,2,-2,"Negative",0,1
" taaruf dm dm ",0,0,0,"Positive",0,0
"iya kayak sih kayak kesannya menyalahi taaruf kayak gitooooo",0,4,-4,"Negative",0,1
"cek mene pas aplod story isok caption taaruf aww wkwk",1,1,0,"Positive",0.5,0.5
" taaruf",0,0,0,"Positive",0,0
"orangorang nikah proses ta'aruf ya",3,2,1,"Positive",0.6,0.4
" taaruf kenal ta'raup",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"pacaran sewindu kalah ta'aruf seminggu",1,3,-2,"Negative",0.25,0.75
"taaruf nyuk",0,0,0,"Positive",0,0
" tau nder halal nih merekaaa pakai pacaran langsung taaruf persis aunya",2,2,0,"Positive",0.5,0.5
" orang taaruf '",1,1,0,"Positive",0.5,0.5
"wkwkwkwkwk ta'aruf dm",0,1,-1,"Negative",0,1
"disclaimer nyinyir taaruf orang ya monmaap bikin thread cek pinned tweet",2,3,-1,"Negative",0.4,0.6
"naah bahas rameee muslim kudu pakai taaruf sih taarufnya artes perkenalan salah simak yuk",5,3,2,"Positive",0.625,0.375
"yuk taaruf hmm sapa ",1,0,1,"Positive",1,0
"gamao ah bulukan taaruf fafah mah",0,0,0,"Positive",0,0
"new moots ayo taaruf ",1,0,1,"Positive",1,0
"ah hayu deh dob hayu taaruf",0,0,0,"Positive",0,0
"selebgramselebtwit ajalah follower ratusan mbok ya bikin konten mengedukasi lo bahas taaruf taaruf taaruf",3,0,3,"Positive",1,0
" teriak taaruf halah bambang",0,1,-1,"Negative",0,1
"ta'aruf berkedok pacaran",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"setaun kalo ngelamar ngelamar taaruf nder",0,1,-1,"Negative",0,1
"seengak'e dipelajari disek yaopo ta'aruff iku ora mung koar lan ora mung melu' perkembangan ig ta'aruf opo indak kui sing niat'e saiki onk maneh ta'aruff jalur dm pliss deh ah ngakakk",3,8,-5,"Negative",0.272727272727273,0.727272727272727
" usum e ta'aruf",0,1,-1,"Negative",0,1
" taaruf yuk wkwk",1,0,1,"Positive",1,0
" taaruf jar",0,0,0,"Positive",0,0
"maksutnya gue taaruf kisung",0,0,0,"Positive",0,0
"degdeg nya kayak mengajak taaruf",1,1,0,"Positive",0.5,0.5
" kalopun desperate pengin pacaran onlen ya minimal tau latar hidupnya juntrungannya contoh ya orang ta aruf ketemu dikasih data resume cv dll ",8,8,0,"Positive",0.5,0.5
"oiya lupa gua langsung taaruf harry habis hidup bahagia ",5,5,0,"Positive",0.5,0.5
" pacaran hype taaruf nder",1,1,0,"Positive",0.5,0.5
"bimbing mas taaruf",1,1,0,"Positive",0.5,0.5
"taaruf taaruf wkwk",0,0,0,"Positive",0,0
"taa aruf sih ketemuan jalan brng pegangan tangan dll taaruf ",2,2,0,"Positive",0.5,0.5
"arti taaruf tuh kayak kenal sebentar nikah sayang sih ",4,5,-1,"Negative",0.444444444444444,0.555555555555556
"eh sedih lihat vlognya lesti kenikahan rizky pas mamanya rizky memeluk lesti sayang banget emaknya weh ya orang jodoh hu pacaran kalah taaruf",10,8,2,"Positive",0.555555555555556,0.444444444444444
"huhuhuhuhu menangis bareng bikin namjoon taaruf gue gue -",1,2,-1,"Negative",0.333333333333333,0.666666666666667
" sanggup joon taaruf ",1,0,1,"Positive",1,0
"taaruf ukhty masak mi ya",2,1,1,"Positive",0.666666666666667,0.333333333333333
" musim nya taaruf ya tenang ya cari uang ",5,3,2,"Positive",0.625,0.375
" taaruf adeknya wkwk",0,0,0,"Positive",0,0
"nona taaruf abang",0,1,-1,"Negative",0,1
" taaruf nona mahar nikahnya hapalan surah surah al quran juz",2,5,-3,"Negative",0.285714285714286,0.714285714285714
" rame nikah jalur ta'aruf yaudah mas kenal - tau besok langsung ta'aruf besoknya nikah ya hayo",8,9,-1,"Negative",0.470588235294118,0.529411764705882
"mashaallah pacaran mending taaruf ayo",3,2,1,"Positive",0.6,0.4
"subhanallah kak ryeowook taaruf ",0,0,0,"Positive",0,0
" jamannya taarufpacarannya spa nikahnya ya sih sengaja pacaran calon suamiku main pacarnya jamannya menemaninya menjalani hidupnya",7,7,0,"Positive",0.5,0.5
"taaruf coy",0,0,0,"Positive",0,0
"adeknya lucu banget pengin ta'aruf kakaknya",2,2,0,"Positive",0.5,0.5
"jani ta'aruf hayuk",0,1,-1,"Negative",0,1
" akhirnyataaruf kepentingan komersil",1,1,0,"Positive",0.5,0.5
"dimarahi arielssi entar disuruh taaruf",0,2,-2,"Negative",0,1
"akhirakhir wejangan pernikahan mah kalemkalem niat menikah tinggal berdoa semoga allah dekatkan jodohku",8,7,1,"Positive",0.533333333333333,0.466666666666667
"prilly fan reza foto berdua diupload sosmed caption ta'aruf heboh kaget tau kalo ta'aruf project film kepo film dibikin teknik marketing mengalah mengalahkan harvard",5,9,-4,"Negative",0.357142857142857,0.642857142857143
"taaruf langsung ",1,0,1,"Positive",1,0
" teman musim ta'aruf ya kalo mengerti ta'aruf sih bagus klon tau awam mestinya sih belajar biar salah tersesat gue nikah cewek mengerti ta'aruf prosesnya menerima sesuai kemampuan gue",10,14,-4,"Negative",0.416666666666667,0.583333333333333
"fakta pernikahan rizky dacademy jalani proses taaruf eks lesty kejora banjir ucapan selamat",5,6,-1,"Negative",0.454545454545455,0.545454545454545
"fakta viralnya foto tunangan prilly latuconsina reza rahadian taaruf berujung proyek film",2,2,0,"Positive",0.5,0.5
"intip potret pernikahan rizki nadya mustika adat sunda penyanyi dangdut rizki syafaruddin disapa rizki menikah taaruf nadya mustika",6,4,2,"Positive",0.6,0.4
" proses ta'aruf n belajar masak biar entar makan masakan nusantara bentuk indomie",7,7,0,"Positive",0.5,0.5
"alhamdulilah taaruf",1,0,1,"Positive",1,0
"bismillah taaruf yuk",2,0,2,"Positive",1,0
" sih pasangan taaruf nikah postingannya cringe cringe uwu hey dijamin habis bikin konten youtube berdua amponnn",4,4,0,"Positive",0.5,0.5
"kalo nikah nikah sih melabelkan hubungan nya pakai ta'aruf",3,4,-1,"Negative",0.428571428571429,0.571428571428571
"trend taaruf salah satunya kalo pacar tinggal gue pacaran cari serius taaruf pacar sungkan",6,9,-3,"Negative",0.4,0.6
"kaget anjir lihat ig prilly kukira taaruf reza eh warganet kena preng asw project film awokakak kukira ikutan kayak ileran ituv",4,5,-1,"Negative",0.444444444444444,0.555555555555556
"taaruf ngab kenalke pie taaruf lo iki",0,0,0,"Positive",0,0
" ta'aruf trend nih tujuan utama nilai agamisnya bergeser",3,3,0,"Positive",0.5,0.5
"wkwkwk taaruf cen",1,0,1,"Positive",1,0
"ya tama penggantinya alhamdulillah ian bahagia ",4,2,2,"Positive",0.666666666666667,0.333333333333333
"kakpini sibuk ta'aruf mas azizal hehehe",1,2,-1,"Negative",0.333333333333333,0.666666666666667
" kusangka secepat mas soohyun",1,1,0,"Positive",0.5,0.5
"pernikahan rizki nadya proses ta aruf",3,2,1,"Positive",0.6,0.4
"kkt cheloniamydas zepetot l kali segalaa biodata taaruf taaruf sapaa gue ",0,1,-1,"Negative",0,1
"maaf kak mengajak taaruf kak",2,1,1,"Positive",0.666666666666667,0.333333333333333
"tobat ndin taaruf ",0,1,-1,"Negative",0,1
" salah akhwat fisik hehe dipungkiri fitrah selera orangpun gasama kalo mengedepankan perasaan mata kenal kenal diterima kalo taaruf gakenal sifatnya",8,6,2,"Positive",0.571428571428571,0.428571428571429
" taaruf lamar kerja bambang",1,1,0,"Positive",0.5,0.5
"heyy bukanya taaruf taka",1,1,0,"Positive",0.5,0.5
"pacaran bertahuntahun kalah mengajak ta'aruf ta'aruf yuk",3,4,-1,"Negative",0.428571428571429,0.571428571428571
" baca berita judulnya ta'aruf musim ta'aruf ya pengin ta'aruf sayang mengajak 'aruf",5,6,-1,"Negative",0.454545454545455,0.545454545454545
"mmf taaruf",0,0,0,"Positive",0,0
" muk nikah habis taaruf ya nop",3,2,1,"Positive",0.6,0.4
"setuju menghalalkn hubungi taaruf",2,2,0,"Positive",0.5,0.5
" kakak diajak ta'aruf",1,1,0,"Positive",0.5,0.5
"pilih pacaran langsung ta'aruf ",2,3,-1,"Negative",0.4,0.6
" taaruf instagram ",0,0,0,"Positive",0,0
"taaruf twitter ",0,0,0,"Positive",0,0
" banget ta'aruf gtugemesss banget lihat kakak spupu ta'aruf ",3,2,1,"Positive",0.6,0.4
" jaminan hubungan bertahan kualitas mengenal fondasi pacaran menjamin awet pernikahan ta'aruf singkat menjamin",8,11,-3,"Negative",0.421052631578947,0.578947368421053
"proses ta'aruf niat kesungguhan hati menikah berduaduaan tukar informasi pribadi jujurmelalu tulisan orang ketiga orang tuanya kakak laki nya next",8,10,-2,"Negative",0.444444444444444,0.555555555555556
"ogah pacaran artis pilih ta aruf pisah",2,5,-3,"Negative",0.285714285714286,0.714285714285714
" pacaran ya cantik taaruf ",3,2,1,"Positive",0.6,0.4
"kayanya ta'aruf seru ya",3,3,0,"Positive",0.5,0.5
"kemarin viral dinda haw vs rizky billar viral lesty rizky pacaran rizky nikahnya cewek diajak ta'aruf sehari yaaaaa namanya jodoh",5,5,0,"Positive",0.5,0.5
"budaya purwokerto taaruf hamil nikah asik banget mbak",3,2,1,"Positive",0.6,0.4
"taaruf nder tinggal menunggu p' memantapkan hatinya",4,3,1,"Positive",0.571428571428571,0.428571428571429
"pantesan mengajak taaruf",1,1,0,"Positive",0.5,0.5
"pas taaruf salah kasih cv gajadi ",2,3,-1,"Negative",0.4,0.6
"lihat postingan influenzer mentang taaruf berasa sempurna wkwkwkwk",3,3,0,"Positive",0.5,0.5
"pembawakkan taaruf dibawa indonesia dikecam malaysia sesupport support kebaikkan bezanya niat perkara diteladani dihindari",4,4,0,"Positive",0.5,0.5
"biarpun gaseviral pasangan taaruf ileran prosesnya bahas pengantinnya sih sih mantan nyiapin acara pernikahannya tamu tamu keren iniiii banget hatinya hebat",6,4,2,"Positive",0.6,0.4
" musim ta'aruf",0,1,-1,"Negative",0,1
"avv taaruf ",0,0,0,"Positive",0,0
"taaruf jalur khusus kali",0,2,-2,"Negative",0,1
"kalo taaruf bau badan kayak kebiasaan buruk kalo marah poligami nonjok muka gebukin pakai balok dsb",3,6,-3,"Negative",0.333333333333333,0.666666666666667
"ya allah kemarin isinya slingkuh pelakortaarufpacaran nikah orang diam kabar nikah posisiku pelampiasan ngeri banget sih sumpah",10,8,2,"Positive",0.555555555555556,0.444444444444444
"ngajakin ta'aruf tau adabnya nih kebanyakan lihat uwuu uwuuu",3,4,-1,"Negative",0.428571428571429,0.571428571428571
"taaruf tuh",0,0,0,"Positive",0,0
"taaruf mah",0,0,0,"Positive",0,0
" taaruf ketat taaruf 'pacaran dibalut kesan islami'",1,2,-1,"Negative",0.333333333333333,0.666666666666667
" pacaran nder taaruf deh resmi mah",2,1,1,"Positive",0.666666666666667,0.333333333333333
"taaruf yuk poligami ya",2,0,2,"Positive",1,0
" musim pacaran lawas ujung ujung nya tinggal taaruf ",3,5,-2,"Negative",0.375,0.625
" orang cepat banget ya jodoh ta'arufkhitbahnikah subhanallah",5,4,1,"Positive",0.555555555555556,0.444444444444444
" debut kalo ketahuan papa nuna suruh mengajak taaruf anaknya bingung haha",3,3,0,"Positive",0.5,0.5
"kalo ijin entar mengajak taaruf haha",1,0,1,"Positive",1,0
" usia dewasa bermain muda menikah kalo ta'aruf ahahaha",4,5,-1,"Negative",0.444444444444444,0.555555555555556
" bernazhor ihkwan gembargembor ta'aruf nazhor lihat wajah sih akhwat standart menurutnya langsung kaboor fitrah ikhwan wajah akhwat ayu jelita putih imut nikah",4,5,-1,"Negative",0.444444444444444,0.555555555555556
"iya pengajian komintas hijrahdll depresiku parah semenjak bully buruan nikah bujuk ta'aruf akhwat kuat jahiliah",4,8,-4,"Negative",0.333333333333333,0.666666666666667
"ta'aruf nikah",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"kisah cinta seng mbok kemas mbek acara hijrah mbek ta'aruf kuwi ngopo sih sok uwusok suci jebule kowe ngacengan lho gupoh",3,4,-1,"Negative",0.428571428571429,0.571428571428571
"kak nih taaruf pacaran selingkuh diselingkuhin memantaskan gue pantau uwoo orang sad parah",4,6,-2,"Negative",0.4,0.6
"viral zamannya jaga jodoh orang bertahun menjamin jodoh ditinggal nikah duluan salah satunya cwekcwok butuh kepastian menikah pcrntaaruf tujuan menikah nasibny jaga jodoh orang",15,17,-2,"Negative",0.46875,0.53125
" jaman namanya pacaran jamannya mengenal ta'aruf sih",3,4,-1,"Negative",0.428571428571429,0.571428571428571
"taaruf kenalan orang mengajak taaruf okejadi antum kenalan",4,3,1,"Positive",0.571428571428571,0.428571428571429
"alhamdulillah yuk ta'aruf yuk",3,1,2,"Positive",0.75,0.25
"musimnya ta'aruf langsung nikah",2,2,0,"Positive",0.5,0.5
"wkwkwk takutt jaga jodoh orang taaruf ",4,3,1,"Positive",0.571428571428571,0.428571428571429
" musim nih ta'aruf jadian wkwkwk",2,2,0,"Positive",0.5,0.5
" pdkt allah setuju kalo orangnya biarkan allah menuntun hatinya wali perempuan ta'aruf",8,6,2,"Positive",0.571428571428571,0.428571428571429
" suka konsep taaruf sih takut kalo serius sesuai ekspektasi berantem deh",2,4,-2,"Negative",0.333333333333333,0.666666666666667
"taaruf chatingan mengumbar gagal paham hyunk",0,2,-2,"Negative",0,1
"yuk taaruf man",1,1,0,"Positive",0.5,0.5
"info jalan ta'aruf ",1,3,-2,"Negative",0.25,0.75
"bawa perasaan pasangan artis menikah taaruf ta'aruf artis berhijab menikah ta'aruf",7,6,1,"Positive",0.538461538461538,0.461538461538462
"ta'aruf agama islam laki menikahmendatangi orang tua perempuan dinikahi nyaatau terdekat khitbahmengutarakan niat baiknya",7,7,0,"Positive",0.5,0.5
" kemantaban sholat istikharahmaka segerakan orang tua bermusyawarah rencana pernikahansampai mengerti ta'aruf naon chat pendekatan",8,9,-1,"Negative",0.470588235294118,0.529411764705882
" mah boro ta'aruf kenal mengenal rintangannya orang ya kisah cintanya muluss banget kayak muka bayii",7,8,-1,"Negative",0.466666666666667,0.533333333333333
" musim nya kayak tbtb ta'aruf menikah '",1,3,-2,"Negative",0.25,0.75
" ya orang ta'aruf langsung menikah lika liku rintangan keluarga lingkungan ",5,4,1,"Positive",0.555555555555556,0.444444444444444
" ya taaruf ",1,0,1,"Positive",1,0
"taaruf kenalan berujung khitbah akad kalo disuruh taaruf ya dicoba ",3,4,-1,"Negative",0.428571428571429,0.571428571428571
" catatan taaruf perantara ya taaruf zaman kayak pacaran berkedok taaruf",2,2,0,"Positive",0.5,0.5
"mas bawa ridho allah mas bawa taaruf ",3,2,1,"Positive",0.6,0.4
"hmmm kalo doi mengajak taaruf sih gas",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"jagalah kelebihan mu kekuranganmu menutupi kelebihan dikaruniakan kepadamu taaruf yuk",6,3,3,"Positive",0.666666666666667,0.333333333333333
"ayok taaruf nder",0,0,0,"Positive",0,0
"ta'aruf kenalan ta'aruf dikalangan akhi ukhti pacaran dibungkus unsur agama",3,5,-2,"Negative",0.375,0.625
"hayuk ta'aruf",0,1,-1,"Negative",0,1
"taaruf berselimut fwb",0,0,0,"Positive",0,0
"nikah nih ta'aruf yuk",2,2,0,"Positive",0.5,0.5
" taaruf ala jaman banget",1,0,1,"Positive",1,0
"taaruf wkwk",0,0,0,"Positive",0,0
" ",0,0,0,"Positive",0,0
"gue taaruf",0,0,0,"Positive",0,0
" cittaaruf ",0,0,0,"Positive",0,0
"kak ricis taaruf kak",0,0,0,"Positive",0,0
"memantaskan taaruf tiru kisah cintanya tiru ibadahnya malam sholat istikhoroh petunjuk menetapkan hati sekedar meniru ujukujuk dm suamiistri idamanmu kayak ",7,8,-1,"Negative",0.466666666666667,0.533333333333333
"perbaiki yuk sapatau diajak taaruf",3,1,2,"Positive",0.75,0.25
"pengin sih seru bikin konten react pasutri hasil taaruf ya",3,1,2,"Positive",0.75,0.25
"masang ta'aruf",0,1,-1,"Negative",0,1
"bismillahirrahmanirrahim ta aruf",0,1,-1,"Negative",0,1
"konsep ta'aruf tuh sih proses nikahnya cepat tuh bilang ta'aruf bilang ta'aruf orang benaran menyangka ta'aruf intinya nikah cepat pakai perantara ",8,11,-3,"Negative",0.421052631578947,0.578947368421053
"taaruf indah dapetnya kagak poligami",1,2,-1,"Negative",0.333333333333333,0.666666666666667
" coba ta'aruf",1,2,-1,"Negative",0.333333333333333,0.666666666666667
"iya nembakmau ta'aruf ",0,1,-1,"Negative",0,1
" mengajak masang ta'aruf ",1,1,0,"Positive",0.5,0.5
"tutorial dinda hauw ",0,0,0,"Positive",0,0
"ta'aruf dimana ",0,1,-1,"Negative",0,1
" ta'aruf gue",0,1,-1,"Negative",0,1
" taaruf e salah hiya hiya kayak sebelah",0,3,-3,"Negative",0,1
"makane iku jare taaruf mending taantem",1,1,0,"Positive",0.5,0.5
"hayo ta'aruf v",1,1,0,"Positive",0.5,0.5
"mantap jalani proses taaruf rizky 'academy nadia mustika rahayu mengemban pendidikan jawa barat",5,4,1,"Positive",0.555555555555556,0.444444444444444
" penyanyi dangdut nikah ibadah proses taaruf lihat tangan wajahnya nikah tunggu nikah lu suka ceweknya cantik parasnya nafsu hehe",10,7,3,"Positive",0.588235294117647,0.411764705882353
"tipe suami memantapmantapkan ta'aruf ala alter",0,1,-1,"Negative",0,1
